adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_stage_age,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,MFP11,,ISR,,ProgramBase,test,1.0,0.75,1.16,0.4,1.0,0.58,0.20184,1.0,8,1.0,,MultiINT,Kinetic,8,,,,favorable,favorable,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,20,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.04,0.4,1.0,0.2625,0.08736,1.0,2,1.0,0.8,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,20,4
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.12,0.4,1.0,0.223125,0.087965,1.0,6,1.0,0.88,CBRNE,Kinetic,6,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,20,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.02,0.4,1.0,0.4,0.143616,1.0,1,1.0,0.88,Medical,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,20,3
,,,,Title10,,Medical,0.75,External,funding,,,1.08,0.4,1.0,0.21,0.079834,1.0,4,1.0,0.88,Medical,NonKinetic,4,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,20,4
,,,,Title10,GovContractor,AI_ML,,POM,contracting,,,1.14,0.4,,0.65,0.2964,,7,1.0,,NA,NonKinetic,7,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,20,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.4,0.4,1.0,0.4,0.19712,1.0,20,1.0,0.88,ISR,NonKinetic,20,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,20,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.28,0.4,1.0,0.2625,0.118272,1.0,14,1.0,0.88,ISR,Kinetic,14,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,20,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.12,0.4,1.0,0.223125,0.087965,1.0,6,1.0,0.88,NA,NonKinetic,6,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,20,4
,,,,Title10,,Foundational_Science,0.75,Partner,attempt,,,1.12,0.4,1.0,0.223125,0.087965,1.0,6,1.0,0.88,NA,NonKinetic,,,,,unfavorable,,,,GovContractor,start,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,,20,2
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.0,0.4,1.0,0.3,0.1056,1.0,0,1.0,0.88,NA,NonKinetic,0,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,20,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.36,0.4,1.0,0.34,0.162765,1.0,18,1.0,0.88,ISR,NonKinetic,18,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,20,4
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.34,0.4,1.0,0.2625,0.123816,1.0,17,1.0,0.88,ISR,NonKinetic,17,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,20,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.4,0.4,1.0,0.23625,0.116424,1.0,20,1.0,0.88,ISR,NonKinetic,20,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,20,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.26,0.4,1.0,0.4,0.177408,1.0,13,1.0,0.88,NA,NonKinetic,13,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,20,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.12,0.4,1.0,0.28,0.110387,1.0,6,1.0,0.88,ISR,Kinetic,6,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,20,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.26,0.4,1.0,0.36,0.159667,1.0,13,1.0,0.88,NA,Kinetic,13,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,21,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.28,0.4,1.0,0.4,0.180224,1.0,14,1.0,0.88,ISR,NonKinetic,14,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,21,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.14,0.4,1.0,0.2625,0.105336,1.0,7,1.0,0.88,ISR,NonKinetic,7,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,21,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.34,0.4,1.0,0.18375,0.086671,1.0,17,1.0,0.88,ISR,Kinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,21,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.2,0.4,1.0,0.32,0.135168,1.0,10,1.0,0.88,ISR,Kinetic,10,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,21,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.14,0.4,1.0,0.32,0.12841,1.0,7,1.0,0.88,NA,NonKinetic,7,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,21,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.24,0.4,1.0,0.3,0.130944,1.0,12,1.0,0.88,ISR,Kinetic,12,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,21,2
,,,,Title10,Commercial,C2_JADC2,,Partner_CoDev,contracting,,,1.16,0.4,,0.6,0.2784,,8,1.0,,ISR,NonKinetic,8,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,21,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.24,0.4,1.0,0.4,0.174592,1.0,12,1.0,0.88,NA,NonKinetic,12,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,21,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.28,0.4,1.0,0.36,0.162202,1.0,14,1.0,0.88,ISR,Kinetic,14,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,21,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.28,0.4,1.0,0.223125,0.100531,1.0,14,1.0,0.88,NA,NonKinetic,14,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,21,3
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.1,0.4,1.0,0.36,0.139392,1.0,5,1.0,0.88,NA,Kinetic,5,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,21,2
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.3,0.4,1.0,0.2625,0.12012,1.0,15,1.0,0.88,ISR,NonKinetic,15,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,21,3
,,,,Title10,GovLab,C2_JADC2,,POM,test,,,1.22,0.4,,0.6,0.2928,,11,1.0,,ISR,Kinetic,11,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,21,2
,,,,MFP11,GovContractor,ISR,,ProgramBase,contracting,,,1.18,0.4,,0.65,0.3068,,9,1.0,,MultiINT,Kinetic,9,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,21,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.06,0.4,1.0,0.2625,0.08904,1.0,3,1.0,0.8,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,21,4
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.14,0.4,1.0,0.223125,0.089536,1.0,7,1.0,0.88,CBRNE,Kinetic,7,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,21,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.04,0.4,1.0,0.4,0.146432,1.0,2,1.0,0.88,Medical,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,21,3
,,,,Title10,,Medical,0.75,External,funding,,,1.1,0.4,1.0,0.21,0.081312,1.0,5,1.0,0.88,Medical,NonKinetic,5,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,21,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.16,0.4,1.0,0.36,0.146995,1.0,8,1.0,0.88,NA,NonKinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,21,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.42,0.4,1.0,0.4,0.199936,1.0,21,1.0,0.88,ISR,NonKinetic,21,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,21,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.3,0.4,1.0,0.2625,0.12012,1.0,15,1.0,0.88,ISR,Kinetic,15,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,21,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.14,0.4,1.0,0.223125,0.089536,1.0,7,1.0,0.88,NA,NonKinetic,7,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,21,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.02,0.4,1.0,0.3,0.107712,1.0,1,1.0,0.88,NA,NonKinetic,1,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,21,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.38,0.4,1.0,0.34,0.165158,1.0,19,1.0,0.88,ISR,NonKinetic,19,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,21,4
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.36,0.4,1.0,0.2625,0.125664,1.0,18,1.0,0.88,ISR,NonKinetic,18,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,21,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.42,0.4,1.0,0.23625,0.118087,1.0,21,1.0,0.88,ISR,NonKinetic,21,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,21,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.28,0.4,1.0,0.4,0.180224,1.0,14,1.0,0.88,NA,NonKinetic,14,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,21,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.14,0.4,1.0,0.28,0.112358,1.0,7,1.0,0.88,ISR,Kinetic,7,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,21,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.28,0.4,1.0,0.36,0.162202,1.0,14,1.0,0.88,NA,Kinetic,14,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,22,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.3,0.4,1.0,0.4,0.18304,1.0,15,1.0,0.88,ISR,NonKinetic,15,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,22,3
,,,,Title10,GovContractor,Strike,,ProgramBase,contracting,,,1.16,0.4,,0.65,0.3016,,8,1.0,,ISR,NonKinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,22,2
,,,,Title10,Commercial,Missile_Defense,,UFR,contracting,,,1.36,0.4,,0.6,0.3264,,18,1.0,,ISR,Kinetic,18,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,22,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.22,0.4,1.0,0.32,0.137421,1.0,11,1.0,0.88,ISR,Kinetic,11,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,22,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.16,0.4,1.0,0.32,0.130662,1.0,8,1.0,0.88,NA,NonKinetic,8,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,22,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.26,0.4,1.0,0.3,0.133056,1.0,13,1.0,0.88,ISR,Kinetic,13,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,22,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.18,0.4,1.0,0.223125,0.092677,1.0,9,1.0,0.88,ISR,NonKinetic,9,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,22,3
,,,,Title10,GovContractor,Maritime_Warfare,,ProgramBase,contracting,,,1.26,0.4,,0.65,0.3276,,13,1.0,,NA,NonKinetic,13,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,22,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.3,0.4,1.0,0.36,0.164736,1.0,15,1.0,0.88,ISR,Kinetic,15,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,22,2
,,,,Title10,GovLab,Test_Ranges,,Partner_CoDev,contracting,,,1.3,0.4,,0.6,0.312,,15,1.0,,NA,NonKinetic,15,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,22,3
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.12,0.4,1.0,0.36,0.141926,1.0,6,1.0,0.88,NA,Kinetic,6,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,22,2
,,,,Title10,,Sensors,,ProgramBase,test,1.0,0.775,1.32,0.4,1.0,0.63,0.257796,1.0,16,1.0,,ISR,NonKinetic,16,,,,favorable,favorable,,,GovLab,pass,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,functional_test,22,4
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.24,0.4,1.0,0.23625,0.103118,1.0,12,1.0,0.88,ISR,Kinetic,12,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,22,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.2,0.4,1.0,0.2625,0.1008,1.0,10,1.0,0.8,MultiINT,Kinetic,10,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,22,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.08,0.4,1.0,0.2625,0.09072,1.0,4,1.0,0.8,ISR,NonKinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,22,4
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.16,0.4,1.0,0.223125,0.091106,1.0,8,1.0,0.88,CBRNE,Kinetic,8,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,22,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.06,0.4,1.0,0.4,0.149248,1.0,3,1.0,0.88,Medical,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,22,3
,,,,Title10,,Medical,0.75,External,funding,,,1.12,0.4,1.0,0.21,0.08279,1.0,6,1.0,0.88,Medical,NonKinetic,6,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,22,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.18,0.4,1.0,0.36,0.14953,1.0,9,1.0,0.88,NA,NonKinetic,9,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,22,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.44,0.4,1.0,0.4,0.202752,1.0,22,1.0,0.88,ISR,NonKinetic,22,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,22,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.32,0.4,1.0,0.2625,0.121968,1.0,16,1.0,0.88,ISR,Kinetic,16,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,22,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.16,0.4,1.0,0.223125,0.091106,1.0,8,1.0,0.88,NA,NonKinetic,8,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,22,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.04,0.4,1.0,0.3,0.109824,1.0,2,1.0,0.88,NA,NonKinetic,2,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,22,2
,,,,Title10,,Sensors,1.0,Partner_CoDev,funding,,,1.4,0.4,1.0,0.34,0.167552,1.0,20,1.0,0.88,ISR,NonKinetic,20,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,prototype_demo,22,4
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.38,0.4,1.0,0.2625,0.127512,1.0,19,1.0,0.88,ISR,NonKinetic,19,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,functional_test,22,2
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.44,0.4,1.0,0.23625,0.11975,1.0,22,1.0,0.88,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,22,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.3,0.4,1.0,0.4,0.18304,1.0,15,1.0,0.88,NA,NonKinetic,15,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,22,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.16,0.4,1.0,0.28,0.11433,1.0,8,1.0,0.88,ISR,Kinetic,8,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,22,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.3,0.4,1.0,0.36,0.164736,1.0,15,1.0,0.88,NA,Kinetic,15,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,feasibility,23,2
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.32,0.4,1.0,0.4,0.185856,1.0,16,1.0,0.88,ISR,NonKinetic,16,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,23,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.18,0.4,1.0,0.2625,0.109032,1.0,9,1.0,0.88,ISR,NonKinetic,9,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,23,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.38,0.4,1.0,0.18375,0.089258,1.0,19,1.0,0.88,ISR,Kinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,vulnerability_test,23,2
,,,,Title10,,Sensors,1.0,External,funding,,,1.24,0.4,1.0,0.32,0.139674,1.0,12,1.0,0.88,ISR,Kinetic,12,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,23,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.18,0.4,1.0,0.32,0.132915,1.0,9,1.0,0.88,NA,NonKinetic,9,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,23,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.28,0.4,1.0,0.3,0.135168,1.0,14,1.0,0.88,ISR,Kinetic,14,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,23,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.2,0.4,1.0,0.223125,0.094248,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,23,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.28,0.4,1.0,0.4,0.180224,1.0,14,1.0,0.88,NA,NonKinetic,14,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,23,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.32,0.4,1.0,0.36,0.16727,1.0,16,1.0,0.88,ISR,Kinetic,16,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,23,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.32,0.4,1.0,0.223125,0.103673,1.0,16,1.0,0.88,NA,NonKinetic,16,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,23,3
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.14,0.4,1.0,0.36,0.144461,1.0,7,1.0,0.88,NA,Kinetic,7,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,23,2
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.02,0.4,1.0,0.2625,0.094248,1.0,1,1.0,0.88,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,vulnerability_test,23,4
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.26,0.4,1.0,0.23625,0.104782,1.0,13,1.0,0.88,ISR,Kinetic,13,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,23,2
,,,,MFP11,,ISR,,ProgramBase,test,1.0,0.75,1.22,0.4,1.0,0.58,0.21228,1.0,11,1.0,,MultiINT,Kinetic,11,,,,favorable,favorable,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,23,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.1,0.4,1.0,0.2625,0.0924,1.0,5,1.0,0.8,ISR,NonKinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,23,4
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.18,0.4,1.0,0.223125,0.092677,1.0,9,1.0,0.88,CBRNE,Kinetic,9,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,23,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,Medical,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,feasibility,23,3
,,,,Title10,,Medical,0.75,External,funding,,,1.14,0.4,1.0,0.21,0.084269,1.0,7,1.0,0.88,Medical,NonKinetic,7,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,23,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.2,0.4,1.0,0.36,0.152064,1.0,10,1.0,0.88,NA,NonKinetic,10,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,23,4
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.46,0.4,1.0,0.4,0.205568,1.0,23,1.0,0.88,ISR,NonKinetic,23,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,23,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.34,0.4,1.0,0.2625,0.123816,1.0,17,1.0,0.88,ISR,Kinetic,17,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,23,2
,,,,Title10,,Test_Ranges,,Partner_CoDev,test,1.0,0.8,1.18,0.4,1.0,0.56,0.211456,1.0,9,1.0,,NA,NonKinetic,9,,,,favorable,favorable,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,23,4
,,,,Title10,GovContractor,Foundational_Science,,Partner,contracting,,,1.06,0.4,,0.65,0.2756,,3,1.0,,NA,NonKinetic,3,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,23,2
