authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Air_Dominance,,,Partner,attempt,0.0,1.0,1.0,0.775,,1.32,0.4,1.0,0.63,0.257796,1.0,,16,1.0,,1.0,NA,NonKinetic,,,,,unfavorable,favorable_with_caveats,,,Commercial,start,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,,21,2
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.4,1.0,0.3,0.124608,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,21,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.4,0.4,1.0,0.34,0.197711,1.0,1.18,20,1.0,0.88,,ISR,NonKinetic,20,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,21,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.38,0.4,1.0,0.32,0.183423,1.0,1.18,19,1.0,0.88,,NA,Kinetic,19,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,22,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.4,0.209341,1.0,1.18,13,1.0,0.88,,NA,NonKinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,22,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.08,0.4,1.0,0.196875,0.088316,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,22,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.28,0.4,1.0,0.34,0.180765,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,22,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.4,0.186081,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,6,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,22,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.4,0.21931,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,22,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.2625,0.13738,1.0,1.18,13,1.0,0.88,,ISR,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,22,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.2625,0.157006,1.0,1.18,22,1.0,0.88,,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,22,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.32,0.4,1.0,0.32,0.175448,1.0,1.18,16,1.0,0.88,,NA,Kinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,22,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.32,0.4,1.0,0.32,0.175448,1.0,1.18,16,1.0,0.88,,ISR,Kinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,22,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.2625,0.126477,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,22,2
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.38,0.4,1.0,0.23625,0.123107,1.0,1.18,19,1.0,0.8,,MultiINT,NonKinetic,19,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,22,4
Title10;Title50,Commercial,CBRNE,,,POM,contracting,0.0,,1.0,,1.0,1.28,0.4,,0.6,0.3072,,,14,1.0,,,CBRNE,NonKinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,22,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.36,0.4,1.0,0.36,0.20336,1.0,1.18,18,1.0,0.88,,CBRNE,Kinetic,18,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,22,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.16,0.4,1.0,0.36,0.173454,1.0,1.18,8,1.0,0.88,,Medical,Kinetic,8,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,22,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.42,0.4,1.0,0.32,0.171581,1.0,1.18,21,1.0,0.8,,MultiINT,Kinetic,21,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,22,2
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.2625,0.148284,1.0,1.18,18,1.0,0.88,,NA,Kinetic,18,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,22,2
Title10,,Sensors,0.0,0.75,External,attempt,,,1.0,,,1.36,0.4,1.0,0.2625,0.148284,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,AFLCMC,NAVY_BA3_002,35,Navy,Service HQ,,22,2
Title10,,Sensors,,,External,legal,,,,,,,,,,,,,,,,,ISR,NonKinetic,0,0.46,0.3,0.6,unfavorable,,1.0,0.19,GovContractor,unfavorable,SAIC,AFLCMC,NAVY_BA3_002,35,Navy,Service HQ,prototype_demo,22,2
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.2625,0.146103,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,22,4
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.4,1.0,0.3,0.1271,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,22,2
Title10,Commercial,Sensors,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.42,0.4,,0.6,0.3408,,,21,1.0,,,ISR,NonKinetic,21,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,22,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.4,0.4,1.0,0.32,0.186081,1.0,1.18,20,1.0,0.88,,NA,Kinetic,20,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,23,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.4,0.212664,1.0,1.18,14,1.0,0.88,,NA,NonKinetic,14,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,23,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.1,0.4,1.0,0.196875,0.089951,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,23,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.3,0.4,1.0,0.34,0.183589,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,23,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.4,0.189404,1.0,1.18,7,1.0,0.88,,NA,NonKinetic,7,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,23,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.4,0.222633,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,23,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.2625,0.139561,1.0,1.18,14,1.0,0.88,,ISR,NonKinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,23,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.2625,0.159187,1.0,1.18,23,1.0,0.88,,ISR,NonKinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,23,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.34,0.4,1.0,0.32,0.178106,1.0,1.18,17,1.0,0.88,,NA,Kinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,23,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.34,0.4,1.0,0.32,0.178106,1.0,1.18,17,1.0,0.88,,ISR,Kinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,23,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,23,2
MFP11,,Strike,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.18,0.4,1.0,0.2625,0.128658,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,GovContractor,start,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,,23,3
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.15104,1.0,1.18,0,1.0,0.8,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,23,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.4,0.4,1.0,0.23625,0.124891,1.0,1.18,20,1.0,0.8,,MultiINT,NonKinetic,20,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,23,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.3,0.4,1.0,0.36,0.194388,1.0,1.18,15,1.0,0.88,,CBRNE,NonKinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,23,3
Title10;Title50,GovContractor,Biotechnology,,,POM,contracting,0.0,,1.0,,1.0,1.38,0.4,,0.65,0.3588,,,19,1.0,,,CBRNE,Kinetic,19,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,23,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,Medical,Kinetic,9,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,23,4
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.44,0.4,1.0,0.32,0.173998,1.0,1.18,22,1.0,0.8,,MultiINT,Kinetic,22,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,23,2
Title10,,Air_Dominance,0.0,1.0,POM,attempt,,,1.0,,,1.44,0.4,1.0,0.32,0.173998,1.0,1.18,22,1.0,0.8,,ISR,Kinetic,,,,,not_conducted,,,,Commercial,start,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,,23,3
Title10,,Air_Dominance,0.0,1.0,POM,funding,,,1.0,,,1.0,0.4,1.0,0.36,0.14953,1.0,1.18,0,1.0,0.88,,ISR,Kinetic,0,,,,not_conducted,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,prototype_demo,23,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.2625,0.150464,1.0,1.18,19,1.0,0.88,,NA,Kinetic,19,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,23,2
Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.775,,1.36,0.4,1.0,0.63,0.265608,1.0,,18,1.0,,1.0,ISR,NonKinetic,18,,,,favorable_with_caveats,favorable_with_caveats,,,GovContractor,pass,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,functional_test,23,5
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.04,0.4,1.0,0.3,0.129592,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,23,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.44,0.4,1.0,0.34,0.20336,1.0,1.18,22,1.0,0.88,,ISR,NonKinetic,22,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,23,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.42,0.4,1.0,0.32,0.18874,1.0,1.18,21,1.0,0.88,,NA,Kinetic,21,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,24,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.4,0.215987,1.0,1.18,15,1.0,0.88,,NA,NonKinetic,15,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,24,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.12,0.4,1.0,0.196875,0.091587,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,24,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.32,0.4,1.0,0.34,0.186414,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,24,4
Title10,Commercial,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.16,0.4,,0.6,0.2784,,,8,1.0,,,NA,NonKinetic,8,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,24,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.36,0.4,1.0,0.4,0.225956,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,24,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.2625,0.141742,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,24,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.48,0.4,1.0,0.2625,0.161367,1.0,1.18,24,1.0,0.88,,ISR,NonKinetic,24,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,24,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.36,0.4,1.0,0.32,0.180765,1.0,1.18,18,1.0,0.88,,NA,Kinetic,18,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,24,2
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.36,0.4,1.0,0.32,0.180765,1.0,1.18,18,1.0,0.88,,ISR,Kinetic,18,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,24,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.2625,0.130838,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,24,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.154061,1.0,1.18,1,1.0,0.8,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,24,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.42,0.4,1.0,0.23625,0.126675,1.0,1.18,21,1.0,0.8,,MultiINT,NonKinetic,21,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,24,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.42,0.4,1.0,0.23625,0.126675,1.0,1.18,21,1.0,0.8,,ISR,Kinetic,,,,,unfavorable,,,,Commercial,start,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,,24,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.2625,0.09912,1.0,1.18,0,1.0,0.8,,ISR,Kinetic,0,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,24,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.32,0.4,1.0,0.36,0.197379,1.0,1.18,16,1.0,0.88,,CBRNE,NonKinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,24,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.4,0.4,1.0,0.36,0.209341,1.0,1.18,20,1.0,0.88,,CBRNE,Kinetic,20,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,24,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,Medical,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,feasibility,24,4
MIP,GovLab,ISR,,,External,contracting,0.0,,1.0,,1.0,1.46,0.4,,0.6,0.3504,,,23,1.0,,,MultiINT,Kinetic,23,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,24,2
Title10,,Air_Dominance,,,POM,test,0.0,1.0,1.0,0.725,,1.02,0.4,1.0,0.6,0.17748,1.0,,1,1.0,,1.0,ISR,Kinetic,1,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,prototype_demo,24,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.4,0.4,1.0,0.2625,0.152645,1.0,1.18,20,1.0,0.88,,NA,Kinetic,20,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,24,2
Title10,GovContractor,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.4,,0.65,0.2652,,,1,1.0,,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,24,5
Title10,Commercial,Air_Dominance,,,Partner,contracting,0.0,,1.0,,1.0,1.06,0.4,,0.6,0.2544,,,3,1.0,,,NA,NonKinetic,3,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,24,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.46,0.4,1.0,0.34,0.206185,1.0,1.18,23,1.0,0.88,,ISR,NonKinetic,23,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,24,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.44,0.4,1.0,0.32,0.191398,1.0,1.18,22,1.0,0.88,,NA,Kinetic,22,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,feasibility,25,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.4,0.21931,1.0,1.18,16,1.0,0.88,,NA,NonKinetic,16,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,25,3
Title10,,Strike,,,Partner,test,0.0,1.0,1.0,0.775,,1.14,0.4,1.0,0.63,0.222642,1.0,,7,1.0,,1.0,ISR,NonKinetic,7,,,,favorable,favorable,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,25,3
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.34,0.4,1.0,0.34,0.189238,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,25,4
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.4,0.19605,1.0,1.18,9,1.0,0.88,,NA,NonKinetic,9,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,25,3
Title10,,Land_Warfare,0.0,1.0,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.4,0.229279,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,prototype_demo,25,4
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.2625,0.143922,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,25,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.5,0.4,1.0,0.2625,0.163548,1.0,1.18,25,1.0,0.88,,ISR,NonKinetic,25,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,vulnerability_test,25,2
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.38,0.4,1.0,0.32,0.183423,1.0,1.18,19,1.0,0.88,,NA,Kinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,25,2
Title10,Commercial,Autonomy_UxS,,,External,contracting,0.0,,1.0,,1.0,1.38,0.4,,0.6,0.3312,,,19,1.0,,,ISR,Kinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,25,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.22,0.4,1.0,0.2625,0.133019,1.0,1.18,11,1.0,0.88,,ISR,NonKinetic,11,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,25,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.157082,1.0,1.18,2,1.0,0.8,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,25,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.44,0.4,1.0,0.23625,0.12846,1.0,1.18,22,1.0,0.8,,MultiINT,NonKinetic,22,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,25,4
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.101102,1.0,1.18,1,1.0,0.8,,ISR,Kinetic,1,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,25,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.34,0.4,1.0,0.36,0.20037,1.0,1.18,17,1.0,0.88,,CBRNE,NonKinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,25,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.42,0.4,1.0,0.36,0.212332,1.0,1.18,21,1.0,0.88,,CBRNE,Kinetic,21,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,25,4
Title10;Title50,,Sensors,0.0,1.0,ProgramBase,attempt,,,1.0,,,1.42,0.4,1.0,0.36,0.212332,1.0,1.18,21,1.0,0.88,,CBRNE,Kinetic,,,,,not_conducted,,,,GovContractor,start,NG,DARPA,CBDP_BA4_001,25,CBDP,Service HQ,,25,3
